Symbol
RELIANCE.NS
NIACL.NS
HDFCBANK.NS
INFY.NS
BSE.NS
POLICYBZR.NS
DIXON.NS
VOLTAS.NS
COFORGE.NS
TMPV.NS
ETERNAL.NS
TCS.NS
ICICIBANK.NS
RVNL.NS
TRENT.NS
MCX.NS
VAML.NS
GROWW.NS
BHARTIARTL.NS
CIPLA.NS
IDEA.NS
SBIN.NS
BAJAJ-AUTO.NS
SUZLON.NS
ADANIPOWER.NS
VEDL.NS
PAGEIND.NS
BHEL.NS
M&M.NS
BAJFINANCE.NS
ADANIENT.NS
CUMMINSIND.NS
LT.NS
ITCHOTELS.NS
ADANIPORTS.NS
TATACOMM.NS
ASHOKLEY.NS
EICHERMOT.NS
YESBANK.NS
BEL.NS
GVT&D.NS
ABCAPITAL.NS
AUROPHARMA.NS
TATACAP.NS
WAAREEENER.NS
BDL.NS
LICI.NS
TMCV.NS
OFSS.NS
MAZDOCK.NS
PERSISTENT.NS
SWIGGY.NS
LLOYDSME.NS
VBL.NS
HCLTECH.NS
POWERINDIA.NS
LAURUSLABS.NS
VOGL.NS
SAIL.NS
JIOFIN.NS
HAL.NS
CGPOWER.NS
BHARATFORG.NS
TATASTEEL.NS
BAJAJHFL.NS
INDHOTEL.NS
INDIGO.NS
HINDALCO.NS
POWERGRID.NS
ONGC.NS
POLYCAB.NS
JUBLFOOD.NS
WIPRO.NS
TECHM.NS
ITC.NS
BLUESTARCO.NS
SCHAEFFLER.NS
AXISBANK.NS
NYKAA.NS
HINDPETRO.NS
RECLTD.NS
NHPC.NS
TATAPOWER.NS
ADANIGREEN.NS
NATIONALUM.NS
COCHINSHIP.NS
MARUTI.NS
BPCL.NS
LENSKART.NS
APARINDS.NS
SOLARINDS.NS
INDUSINDBK.NS
CANBK.NS
LGEINDIA.NS
MUTHOOTFIN.NS
IOC.NS
ATGL.NS
NLCINDIA.NS
KOTAKBANK.NS
ASIANPAINT.NS
MOTHERSON.NS
BAJAJHLDNG.NS
SHRIRAMFIN.NS
ICICIPRULI.NS
PFC.NS
HEROMOTOCO.NS
UNIONBANK.NS
JSWINFRA.NS
ENRIN.NS
SUNPHARMA.NS
MAXHEALTH.NS
NTPC.NS
IDFCFIRSTB.NS
TORNTPHARM.NS
ULTRACEMCO.NS
CONCOR.NS
LTM.NS
LUPIN.NS
KEI.NS
ADANIENSOL.NS
RADICO.NS
TVSMOTOR.NS
DLF.NS
BOSCHLTD.NS
BHARTIHEXA.NS
TITAN.NS
COALINDIA.NS
BRITANNIA.NS
KALYANKJIL.NS
MARICO.NS
HUDCO.NS
KPITTECH.NS
PNB.NS
HDFCLIFE.NS
MRF.NS
ICICIAMC.NS
SRF.NS
TATAELXSI.NS
PRESTIGE.NS
MPHASIS.NS
APOLLOHOSP.NS
AMBUJACEM.NS
GICRE.NS
FEDERALBNK.NS
BANKINDIA.NS
MAHABANK.NS
NESTLEIND.NS
IRFC.NS
ABB.NS
BANKBARODA.NS
JSWENERGY.NS
ZYDUSLIFE.NS
HINDZINC.NS
APOLLOTYRE.NS
GMRAIRPORT.NS
BAJAJFINSV.NS
NMDC.NS
AWL.NS
HINDUNILVR.NS
UNITDSPR.NS
CHOLAFIN.NS
HDBFS.NS
PIDILITIND.NS
COROMANDEL.NS
PREMIERENE.NS
OIL.NS
PAYTM.NS
IREDA.NS
DIVISLAB.NS
HAVELLS.NS
ICICIGI.NS
ALKEM.NS
BIOCON.NS
DRREDDY.NS
UPL.NS
HDFCAMC.NS
TATACONSUM.NS
THERMAX.NS
JINDALSTEL.NS
INDUSTOWER.NS
GLENMARK.NS
SBICARD.NS
DALBHARAT.NS
ANTHEM.NS
BERGEPAINT.NS
PATANJALI.NS
SBILIFE.NS
DMART.NS
AUBANK.NS
AIAENG.NS
SIEMENS.NS
AIIL.NS
GRASIM.NS
LODHA.NS
LTF.NS
UNOMINDA.NS
GODREJPROP.NS
JSWSTEEL.NS
NAUKRI.NS
MOTILALOFS.NS
SUPREMEIND.NS
INDIANB.NS
GODFRYPHLP.NS
HYUNDAI.NS
MFSL.NS
ENDURANCE.NS
VMM.NS
GODREJCP.NS
ESCORTS.NS
TIINDIA.NS
EXIDEIND.NS
NAM-INDIA.NS
GAIL.NS
IRCTC.NS
FORTIS.NS
APLAPOLLO.NS
PHOENIXLTD.NS
LINDEINDIA.NS
360ONE.NS
PETRONET.NS
COLPAL.NS
KPRMILL.NS
NTPCGREEN.NS
LICHSGFIN.NS
PIIND.NS
GLAXO.NS
FLUOROCHEM.NS
ASTRAL.NS
MANKIND.NS
DABUR.NS
M&MFIN.NS
LTTS.NS
AJANTPHARM.NS
JSL.NS
MEDANTA.NS
CRISIL.NS
TATAINVEST.NS
OBEROIRLTY.NS
TORNTPOWER.NS
HONAUT.NS
HEXT.NS
SJVN.NS
SHREECEM.NS
ABBOTINDIA.NS
IPCALAB.NS
GODREJIND.NS
BALKRISIND.NS
JKCEMENT.NS
SUNDARMFIN.NS
ACC.NS
3MINDIA.NS
UBL.NS
