Symbol
HSCL.NS
RELIANCE.NS
NIACL.NS
HDFCBANK.NS
HFCL.NS
KIRLOSENG.NS
GRSE.NS
INFY.NS
AMBER.NS
BSE.NS
AEGISLOG.NS
IFCI.NS
SCI.NS
POLICYBZR.NS
VOLTAS.NS
DIXON.NS
NETWEB.NS
COFORGE.NS
ETERNAL.NS
CLEAN.NS
TCS.NS
RVNL.NS
DATAPATTNS.NS
ICICIBANK.NS
TMPV.NS
MCX.NS
TRENT.NS
CDSL.NS
GROWW.NS
TEJASNET.NS
BHARTIARTL.NS
VAML.NS
CIPLA.NS
SUZLON.NS
CRAFTSMAN.NS
OLAELEC.NS
IDEA.NS
ADANIPOWER.NS
SBIN.NS
TARIL.NS
BHEL.NS
VEDL.NS
BAJFINANCE.NS
ZEEL.NS
M&M.NS
ADANIENT.NS
CUMMINSIND.NS
OLECTRA.NS
PGEL.NS
ADANIPORTS.NS
LT.NS
INOXWIND.NS
ITCHOTELS.NS
PINELABS.NS
BAJAJ-AUTO.NS
YESBANK.NS
WAAREEENER.NS
TATACAP.NS
ABCAPITAL.NS
LEMONTREE.NS
BEL.NS
BDL.NS
LICI.NS
ASHOKLEY.NS
TMCV.NS
KAYNES.NS
GVT&D.NS
NBCC.NS
VOGL.NS
PERSISTENT.NS
EICHERMOT.NS
LAURUSLABS.NS
MAZDOCK.NS
VBL.NS
AUROPHARMA.NS
POWERINDIA.NS
HAL.NS
OFSS.NS
MEESHO.NS
SONACOMS.NS
SAIL.NS
ATHERENERG.NS
CGPOWER.NS
HCLTECH.NS
JIOFIN.NS
BAJAJHFL.NS
SWIGGY.NS
BHARATFORG.NS
DELHIVERY.NS
WOCKPHARMA.NS
LLOYDSME.NS
INDHOTEL.NS
RBLBANK.NS
ZENTEC.NS
INDIGO.NS
POWERGRID.NS
POLYCAB.NS
WIPRO.NS
SCHAEFFLER.NS
HINDALCO.NS
ENGINERSIN.NS
TATACOMM.NS
BLUESTARCO.NS
ITC.NS
ONGC.NS
TECHM.NS
RRKABEL.NS
TATASTEEL.NS
HINDPETRO.NS
AXISBANK.NS
FORCEMOT.NS
COCHINSHIP.NS
ADANIGREEN.NS
IDBI.NS
NYKAA.NS
BPCL.NS
TATAPOWER.NS
SAGILITY.NS
REDINGTON.NS
NATIONALUM.NS
INDUSINDBK.NS
JKTYRE.NS
APARINDS.NS
RECLTD.NS
LGEINDIA.NS
CPPLUS.NS
ANGELONE.NS
